"","Time","RadioId","TagId","TagRSSI","NodeId","Validated"
"1375",2025-02-26 19:55:31,2,"1E78191E",-96,"3b5aae",1
"1376",2025-02-26 19:55:34,2,"1E66192A",-97,"3b5aae",1
"1377",2025-02-26 19:55:37,2,"1E78191E",-92,"3b5aae",1
"1378",2025-02-26 19:55:39,2,"1E66192A",-95,"3b5aae",1
"1379",2025-02-26 19:55:40,2,"2D4B5519",-95,"3b5aae",1
"1380",2025-02-26 19:55:42,2,"1E78191E",-86,"3b5aae",1
"1381",2025-02-26 19:55:45,2,"1E66192A",-92,"3b5aae",1
"1382",2025-02-26 19:54:06,2,"2D4B5519",-108,"32610a",1
"1383",2025-02-26 19:54:07,2,"1E66192A",-103,"32610a",1
"1384",2025-02-26 19:54:12,2,"1E78191E",-104,"32610a",1
"1385",2025-02-26 19:54:12,2,"1E66192A",-102,"32610a",1
"1386",2025-02-26 19:54:17,2,"2D4B5519",-108,"32610a",1
"1387",2025-02-26 19:54:17,2,"1E78191E",-111,"32610a",1
"1388",2025-02-26 19:54:18,2,"1E66192A",-101,"32610a",1
"1389",2025-02-26 19:54:22,2,"2D4B5519",-104,"32610a",1
"1390",2025-02-26 19:54:23,2,"1E66192A",-99,"32610a",1
"1391",2025-02-26 19:54:27,2,"2D4B5519",-104,"32610a",1
"1392",2025-02-26 19:54:28,2,"1E66192A",-99,"32610a",1
"1393",2025-02-26 19:54:28,2,"1E78191E",-103,"32610a",1
"1394",2025-02-26 19:54:32,2,"2D4B5519",-101,"32610a",1
"1395",2025-02-26 19:54:33,2,"1E66192A",-99,"32610a",1
"1396",2025-02-26 19:54:38,2,"1E66192A",-98,"32610a",1
"1397",2025-02-26 19:54:39,2,"1E78191E",-104,"32610a",1
"1398",2025-02-26 19:54:43,2,"1E66192A",-102,"32610a",1
"1399",2025-02-26 19:54:44,2,"1E78191E",-105,"32610a",1
"1400",2025-02-26 19:54:48,2,"1E66192A",-101,"32610a",1
"1401",2025-02-26 19:54:49,2,"1E78191E",-107,"32610a",1
"1402",2025-02-26 19:54:53,2,"1E66192A",-99,"32610a",1
"1403",2025-02-26 19:54:58,2,"2D4B5519",-109,"32610a",1
"1404",2025-02-26 19:54:59,2,"1E66192A",-100,"32610a",1
"1405",2025-02-26 19:55:00,2,"1E78191E",-100,"32610a",1
"1406",2025-02-26 19:55:04,2,"2D4B5519",-111,"32610a",1
"1407",2025-02-26 19:55:04,2,"1E66192A",-101,"32610a",1
"1408",2025-02-26 19:55:05,2,"1E78191E",-98,"32610a",1
"1409",2025-02-26 19:55:09,2,"1E66192A",-100,"32610a",1
"1410",2025-02-26 19:55:10,2,"1E78191E",-99,"32610a",1
"1411",2025-02-26 19:55:14,2,"1E66192A",-98,"32610a",1
"1412",2025-02-26 19:55:14,2,"2D4B5519",-112,"32610a",1
"1413",2025-02-26 19:55:16,2,"1E78191E",-99,"32610a",1
"1414",2025-02-26 19:55:19,2,"1E66192A",-100,"32610a",1
"1415",2025-02-26 19:55:21,2,"1E78191E",-99,"32610a",1
"1416",2025-02-26 19:55:24,2,"1E66192A",-101,"32610a",1
"1417",2025-02-26 19:55:26,2,"1E78191E",-100,"32610a",1
"1418",2025-02-26 19:55:32,2,"1E78191E",-98,"32610a",1
"1419",2025-02-26 19:55:34,2,"1E66192A",-101,"32610a",1
